accuracy,precision_macro,recall_macro,f1_macro,precision_weighted,recall_weighted,f1_weighted
0.8314444444444444,0.8038717955335061,0.8490634677764721,0.8233194670621955,0.8427585429811046,0.8314444444444444,0.8333343691802363
